X,Y,Z
0.538447549,0.618496309,0
0.526787314,0.634641256,0
0.525890365,0.662894918,0
0.525441893,0.68711235,0
0.524993421,0.700118015,0
0.520060241,0.700118015,0
0.511987765,0.682179181,0
0.503915289,0.682179181,0
0.474764683,0.68262765,0
