"tx","ty","tz","r","g","b","a","scale","shape",
"0.90290165","0.43662423","0.0018768597","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9715384","0.091101706","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9697564","0.70580155","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.7267747","0.8532944","0.008072022","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9121696","0.370024","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9724682","0.60786915","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9529184","0.44462273","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9944276","0.4826446","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.87819433","0.47513917","0.0045777066","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.16983046","0.6519491","0.026276035","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8812199","0.12203057","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8279039","0.85796577","0.0036011292","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9989693","0.5938892","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9995684","0.48481718","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8884774","0.4061568","0.0009002823","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8670722","0.34981173","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8928931","0.14347196","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.97241086","0.8412062","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9535919","0.08163994","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8473834","0.30216333","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9624108","0.45960343","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9051931","0.37495545","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.94776917","0.9299542","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.3407343","0.80383974","0.029877165","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8945394","0.35644633","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.97348154","0.1406449","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9211782","0.58319676","0.002777142","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9238058","0.35336715","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.13075106","0.81562114","0.016449226","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.5446392","0.84606516","0.017990386","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9405419","0.1657479","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.988219","0.20118363","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.95793897","0.18633048","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9056567","0.1597043","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.19735135","0.75772804","0.027435722","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.16134614","0.64834625","0.02542153","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.1575641","0.4978298","0.019638361","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.1896784","0.763593","0.026382849","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.16242103","0.6843753","0.02558938","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9689244","0.22298716","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8865228","0.4729203","0.004165713","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8537324","0.3077582","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.610965","0.8742727","0.0130769815","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.88160604","0.37643358","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9186307","0.24660479","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.10283481","0.8823659","0.007782101","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9270642","0.4111236","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.992553","0.361925","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9333287","0.34718806","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.88897216","0.1341732","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.84738815","0.8666685","0.0025482567","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.89995044","0.37119892","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9346385","0.4150347","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.22429489","0.21451683","0.022598611","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.93470097","0.24285841","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9581431","0.34242097","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.94744253","0.4141739","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9762185","0.31626096","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.84132963","0.08162683","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.14494774","0.7496181","0.022201877","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.90641177","0.13186364","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.930868","0.11920459","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.85805327","0.43999302","0.004013123","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.21006438","0.29509783","0.021637293","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.90732616","0.14530295","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9603444","0.670451","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.19332352","0.30013555","0.020309757","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9254915","0.15527491","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8838776","0.46476147","0.004104677","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.873755","0.34203884","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9691045","0.45145553","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9615367","0.7747022","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.96959376","0.5660894","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9293091","0.14765501","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.83694893","0.43102008","0.004562448","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.97018737","0.1351637","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.7916723","0.8464577","0.00546273","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.49357098","0.81961524","0.022217136","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.85193205","0.5812361","0.007507439","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9231767","0.46558067","0.002014191","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.85516703","0.067463346","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.16206937","0.4320613","0.01794461","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9215233","0.49981079","0.0026703288","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9728166","0.5886235","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.22207704","0.21077275","0.022583352","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8835469","0.34726807","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.44613093","0.8033338","0.025680933","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.15812457","0.58293134","0.02327001","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.88996273","0.31512326","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.88879913","0.30502084","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.995465","0.66944593","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.97893894","0.55844814","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.95725876","0.72285336","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9559852","0.49069774","0.00036621653","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.17754874","0.7592223","0.025391012","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.3648765","0.800017","0.029526208","0.5647059","0.85490197","0.93333334","1","1","1","1"
