"tx","ty","tz","r","g","b"
"0.28637","0.66423","0","1","0.545098","0"
"0.286249","0.67407","0","1","0.545098","0"
"0.286128","0.683909","0","1","0.545098","0"
"0.286006","0.693748","0","1","0.545098","0"
"0.285885","0.703587","0","1","0.545098","0"
"0.285764","0.713427","0","1","0.545098","0"
"0.285643","0.723266","0","1","0.545098","0"
"0.285522","0.733105","0","1","0.545098","0"
"0.288354","0.740038","0","1","0.545098","0"
"0.298194","0.740075","0","1","0.545098","0"
"0.308034","0.740113","0","1","0.545098","0"
"0.317874","0.74015","0","1","0.545098","0"
"0.327714","0.740188","0","1","0.545098","0"
"0.337554","0.740225","0","1","0.545098","0"
"0.347394","0.740263","0","1","0.545098","0"
"0.357234","0.7403","0","1","0.545098","0"
"0.367074","0.740337","0","1","0.545098","0"
"0.376914","0.740375","0","1","0.545098","0"
"0.386754","0.740412","0","1","0.545098","0"
"0.396593","0.74045","0","1","0.545098","0"
"0.406433","0.740487","0","1","0.545098","0"
"0.416273","0.740524","0","1","0.545098","0"
"0.426113","0.740562","0","1","0.545098","0"
"0.435953","0.740599","0","1","0.545098","0"
"0.445793","0.740637","0","1","0.545098","0"
"0.455633","0.740674","0","1","0.545098","0"
"0.465473","0.740711","0","1","0.545098","0"
"0.475313","0.740749","0","1","0.545098","0"
"0.485153","0.740786","0","1","0.545098","0"
"0.494993","0.740824","0","1","0.545098","0"
"0.504833","0.740861","0","1","0.545098","0"
"0.514673","0.740898","0","1","0.545098","0"
"0.524513","0.740936","0","1","0.545098","0"
"0.530153","0.73662","0","1","0.545098","0"
"0.530469","0.726785","0","1","0.545098","0"
"0.530786","0.71695","0","1","0.545098","0"
"0.531102","0.707115","0","1","0.545098","0"
"0.531419","0.69728","0","1","0.545098","0"
"0.531735","0.687445","0","1","0.545098","0"
"0.532051","0.67761","0","1","0.545098","0"
"0.532368","0.667775","0","1","0.545098","0"
"0.532684","0.65794","0","1","0.545098","0"
"0.533001","0.648106","0","1","0.545098","0"
"0.533317","0.638271","0","1","0.545098","0"
"0.533634","0.628436","0","1","0.545098","0"
"0.53395","0.618601","0","1","0.545098","0"
"0.534267","0.608766","0","1","0.545098","0"
"0.534583","0.598931","0","1","0.545098","0"
"0.5349","0.589096","0","1","0.545098","0"
"0.535216","0.579261","0","1","0.545098","0"
"0.535533","0.569426","0","1","0.545098","0"
"0.535849","0.559591","0","1","0.545098","0"
"0.536166","0.549756","0","1","0.545098","0"
"0.536482","0.539921","0","1","0.545098","0"
"0.536798","0.530087","0","1","0.545098","0"
"0.537115","0.520252","0","1","0.545098","0"
"0.537431","0.510417","0","1","0.545098","0"
"0.537748","0.500582","0","1","0.545098","0"
"0.538064","0.490747","0","1","0.545098","0"
"0.538381","0.480912","0","1","0.545098","0"
"0.538697","0.471077","0","1","0.545098","0"
"0.539014","0.461242","0","1","0.545098","0"
"0.53933","0.451407","0","1","0.545098","0"
"0.539647","0.441572","0","1","0.545098","0"
"0.539963","0.431737","0","1","0.545098","0"
"0.54028","0.421903","0","1","0.545098","0"
"0.540596","0.412068","0","1","0.545098","0"
"0.540913","0.402233","0","1","0.545098","0"
"0.541229","0.392398","0","1","0.545098","0"
"0.541546","0.382563","0","1","0.545098","0"
"0.541862","0.372728","0","1","0.545098","0"
"0.541307","0.36303","0","1","0.545098","0"
"0.537997","0.353763","0","1","0.545098","0"
"0.537663","0.34402","0","1","0.545098","0"
"0.537916","0.334183","0","1","0.545098","0"
"0.538168","0.324346","0","1","0.545098","0"
"0.537702","0.314677","0","1","0.545098","0"
"0.533119","0.30597","0","1","0.545098","0"
"0.528536","0.297262","0","1","0.545098","0"
"0.523953","0.288555","0","1","0.545098","0"
"0.51937","0.279847","0","1","0.545098","0"
"0.514787","0.271139","0","1","0.545098","0"
"0.510494","0.262363","0","1","0.545098","0"
"0.510653","0.252524","0","1","0.545098","0"
"0.510812","0.242685","0","1","0.545098","0"
"0.51097","0.232847","0","1","0.545098","0"
"0.511129","0.223008","0","1","0.545098","0"
"0.511288","0.213169","0","1","0.545098","0"
"0.511447","0.20333","0","1","0.545098","0"
"0.511606","0.193492","0","1","0.545098","0"
"0.511765","0.183653","0","1","0.545098","0"
"0.511923","0.173814","0","1","0.545098","0"
"0.512082","0.163975","0","1","0.545098","0"
"0.512241","0.154137","0","1","0.545098","0"
"0.5124","0.144298","0","1","0.545098","0"
"0.512559","0.134459","0","1","0.545098","0"
"0.512718","0.124621","0","1","0.545098","0"
"0.512877","0.114782","0","1","0.545098","0"
"0.513035","0.104943","0","1","0.545098","0"
"0.513194","0.0951044","0","1","0.545098","0"
"0.513353","0.0852657","0","1","0.545098","0"
"0.513512","0.075427","0","1","0.545098","0"
"0.513671","0.0655883","0","1","0.545098","0"
"0.51383","0.0557496","0","1","0.545098","0"
"0.513989","0.0459108","0","1","0.545098","0"
"0.514147","0.0360721","0","1","0.545098","0"
"0.0259975","0.735377","0","1","0.571","0.79265"
"0.0358364","0.735521","0","1","0.571","0.79265"
"0.0456753","0.735665","0","1","0.571","0.79265"
"0.0555143","0.735809","0","1","0.571","0.79265"
"0.0653533","0.735952","0","1","0.571","0.79265"
"0.0751923","0.736096","0","1","0.571","0.79265"
"0.0850312","0.73624","0","1","0.571","0.79265"
"0.0948701","0.736384","0","1","0.571","0.79265"
"0.104709","0.736528","0","1","0.571","0.79265"
"0.114548","0.736672","0","1","0.571","0.79265"
"0.124387","0.736815","0","1","0.571","0.79265"
"0.134226","0.736959","0","1","0.571","0.79265"
"0.144065","0.737103","0","1","0.571","0.79265"
"0.153904","0.737247","0","1","0.571","0.79265"
"0.163743","0.737391","0","1","0.571","0.79265"
"0.173582","0.737535","0","1","0.571","0.79265"
"0.183421","0.737678","0","1","0.571","0.79265"
"0.19326","0.737822","0","1","0.571","0.79265"
"0.203099","0.737966","0","1","0.571","0.79265"
"0.212938","0.73811","0","1","0.571","0.79265"
"0.222777","0.738254","0","1","0.571","0.79265"
"0.232616","0.738398","0","1","0.571","0.79265"
"0.242454","0.738541","0","1","0.571","0.79265"
"0.252293","0.738685","0","1","0.571","0.79265"
"0.262132","0.738829","0","1","0.571","0.79265"
"0.271971","0.738973","0","1","0.571","0.79265"
"0.281667","0.739703","0","1","0.571","0.79265"
"0.290468","0.744104","0","1","0.571","0.79265"
"0.299734","0.746519","0","1","0.571","0.79265"
"0.309574","0.746481","0","1","0.571","0.79265"
"0.319414","0.746443","0","1","0.571","0.79265"
"0.329254","0.746405","0","1","0.571","0.79265"
"0.339094","0.746366","0","1","0.571","0.79265"
"0.348934","0.746328","0","1","0.571","0.79265"
"0.358774","0.74629","0","1","0.571","0.79265"
"0.368614","0.746251","0","1","0.571","0.79265"
"0.378454","0.746213","0","1","0.571","0.79265"
"0.388294","0.746175","0","1","0.571","0.79265"
"0.398133","0.746137","0","1","0.571","0.79265"
"0.407973","0.746098","0","1","0.571","0.79265"
"0.417813","0.74606","0","1","0.571","0.79265"
"0.427653","0.746022","0","1","0.571","0.79265"
"0.437493","0.745983","0","1","0.571","0.79265"
"0.447333","0.745945","0","1","0.571","0.79265"
"0.457173","0.745907","0","1","0.571","0.79265"
"0.467013","0.745869","0","1","0.571","0.79265"
"0.476853","0.74583","0","1","0.571","0.79265"
"0.486693","0.745792","0","1","0.571","0.79265"
"0.496533","0.745754","0","1","0.571","0.79265"
"0.506373","0.745715","0","1","0.571","0.79265"
"0.516213","0.745677","0","1","0.571","0.79265"
"0.526052","0.745639","0","1","0.571","0.79265"
"0.534379","0.744045","0","1","0.571","0.79265"
"0.534687","0.73421","0","1","0.571","0.79265"
"0.534994","0.724375","0","1","0.571","0.79265"
"0.535301","0.71454","0","1","0.571","0.79265"
"0.535609","0.704705","0","1","0.571","0.79265"
"0.535916","0.694869","0","1","0.571","0.79265"
"0.536223","0.685034","0","1","0.571","0.79265"
"0.536531","0.675199","0","1","0.571","0.79265"
"0.536838","0.665364","0","1","0.571","0.79265"
"0.537145","0.655529","0","1","0.571","0.79265"
"0.537453","0.645693","0","1","0.571","0.79265"
"0.53776","0.635858","0","1","0.571","0.79265"
"0.538067","0.626023","0","1","0.571","0.79265"
"0.538375","0.616188","0","1","0.571","0.79265"
"0.538682","0.606353","0","1","0.571","0.79265"
"0.538989","0.596517","0","1","0.571","0.79265"
"0.539297","0.586682","0","1","0.571","0.79265"
"0.539604","0.576847","0","1","0.571","0.79265"
"0.539912","0.567012","0","1","0.571","0.79265"
"0.540219","0.557177","0","1","0.571","0.79265"
"0.540526","0.547341","0","1","0.571","0.79265"
"0.540834","0.537506","0","1","0.571","0.79265"
"0.541141","0.527671","0","1","0.571","0.79265"
"0.541448","0.517836","0","1","0.571","0.79265"
"0.541756","0.508001","0","1","0.571","0.79265"
"0.542063","0.498165","0","1","0.571","0.79265"
"0.54237","0.48833","0","1","0.571","0.79265"
"0.542678","0.478495","0","1","0.571","0.79265"
"0.542985","0.46866","0","1","0.571","0.79265"
"0.543292","0.458825","0","1","0.571","0.79265"
"0.5436","0.448989","0","1","0.571","0.79265"
"0.543907","0.439154","0","1","0.571","0.79265"
"0.544214","0.429319","0","1","0.571","0.79265"
"0.544522","0.419484","0","1","0.571","0.79265"
"0.544829","0.409649","0","1","0.571","0.79265"
"0.545136","0.399813","0","1","0.571","0.79265"
"0.545444","0.389978","0","1","0.571","0.79265"
"0.545751","0.380143","0","1","0.571","0.79265"
"0.546058","0.370308","0","1","0.571","0.79265"
"0.546366","0.360473","0","1","0.571","0.79265"
"0.538305","0.358748","0","1","0.571","0.79265"
"0.528465","0.358748","0","1","0.571","0.79265"
"0.518625","0.358748","0","1","0.571","0.79265"
"0.508785","0.358748","0","1","0.571","0.79265"
"0.498945","0.358748","0","1","0.571","0.79265"
"0.489105","0.358748","0","1","0.571","0.79265"
"0.479265","0.358748","0","1","0.571","0.79265"
"0.469425","0.358748","0","1","0.571","0.79265"
"0.459585","0.358748","0","1","0.571","0.79265"
"0.449745","0.358748","0","1","0.571","0.79265"
"0.439905","0.358748","0","1","0.571","0.79265"
"0.430065","0.358748","0","1","0.571","0.79265"
"0.420225","0.358748","0","1","0.571","0.79265"
"0.410385","0.358748","0","1","0.571","0.79265"
"0.400545","0.358748","0","1","0.571","0.79265"
"0.390705","0.358748","0","1","0.571","0.79265"
"0.380865","0.358748","0","1","0.571","0.79265"
"0.371025","0.358748","0","1","0.571","0.79265"
"0.361185","0.358748","0","1","0.571","0.79265"
"0.351345","0.358748","0","1","0.571","0.79265"
"0.341505","0.358748","0","1","0.571","0.79265"
"0.331665","0.358748","0","1","0.571","0.79265"
"0.321825","0.358748","0","1","0.571","0.79265"
"0.311985","0.358748","0","1","0.571","0.79265"
"0.302145","0.358748","0","1","0.571","0.79265"
"0.292305","0.358748","0","1","0.571","0.79265"
"0.286909","0.363246","0","1","0.571","0.79265"
"0.286789","0.373085","0","1","0.571","0.79265"
"0.286669","0.382924","0","1","0.571","0.79265"
"0.286549","0.392764","0","1","0.571","0.79265"
"0.286429","0.402603","0","1","0.571","0.79265"
"0.286309","0.412442","0","1","0.571","0.79265"
"0.286189","0.422282","0","1","0.571","0.79265"
"0.286069","0.432121","0","1","0.571","0.79265"
"0.285949","0.44196","0","1","0.571","0.79265"
"0.285829","0.451799","0","1","0.571","0.79265"
"0.285709","0.461639","0","1","0.571","0.79265"
"0.285589","0.471478","0","1","0.571","0.79265"
"0.285469","0.481317","0","1","0.571","0.79265"
"0.285349","0.491156","0","1","0.571","0.79265"
"0.285229","0.500996","0","1","0.571","0.79265"
"0.285109","0.510835","0","1","0.571","0.79265"
"0.284989","0.520674","0","1","0.571","0.79265"
"0.284869","0.530513","0","1","0.571","0.79265"
"0.284749","0.540353","0","1","0.571","0.79265"
"0.284629","0.550192","0","1","0.571","0.79265"
"0.284509","0.560031","0","1","0.571","0.79265"
"0.284389","0.569871","0","1","0.571","0.79265"
"0.284269","0.57971","0","1","0.571","0.79265"
"0.284149","0.589549","0","1","0.571","0.79265"
"0.284029","0.599388","0","1","0.571","0.79265"
"0.283909","0.609228","0","1","0.571","0.79265"
"0.283789","0.619067","0","1","0.571","0.79265"
"0.283669","0.628906","0","1","0.571","0.79265"
"0.283549","0.638745","0","1","0.571","0.79265"
"0.283429","0.648585","0","1","0.571","0.79265"
"0.283309","0.658424","0","1","0.571","0.79265"
"0.283189","0.668263","0","1","0.571","0.79265"
"0.283069","0.678102","0","1","0.571","0.79265"
"0.282949","0.687942","0","1","0.571","0.79265"
"0.282829","0.697781","0","1","0.571","0.79265"
"0.282709","0.70762","0","1","0.571","0.79265"
"0.282589","0.717459","0","1","0.571","0.79265"
"0.282469","0.727299","0","1","0.571","0.79265"
"0.282349","0.737138","0","1","0.571","0.79265"
"0.34218","0.307601","-0.0615","1","0","0"
"0.342371","0.297762","-0.0615","1","0","0"
"0.342562","0.287924","-0.0615","1","0","0"
"0.342753","0.278086","-0.0615","1","0","0"
"0.342943","0.268248","-0.0615","1","0","0"
"0.343134","0.25841","-0.0615","1","0","0"
"0.343325","0.248572","-0.0615","1","0","0"
"0.343516","0.238733","-0.0615","1","0","0"
"0.343707","0.228895","-0.0615","1","0","0"
"0.343897","0.219057","-0.0615","1","0","0"
"0.344088","0.209219","-0.0615","1","0","0"
"0.344279","0.199381","-0.0615","1","0","0"
"0.34447","0.189543","-0.0615","1","0","0"
"0.344661","0.179704","-0.0615","1","0","0"
"0.344851","0.169866","-0.0615","1","0","0"
"0.345042","0.160028","-0.0615","1","0","0"
"0.345233","0.15019","-0.0615","1","0","0"
"0.345424","0.140352","-0.0615","1","0","0"
"0.345615","0.130514","-0.0615","1","0","0"
"0.345806","0.120675","-0.0615","1","0","0"
"0.345996","0.110837","-0.0615","1","0","0"
"0.346187","0.100999","-0.0615","1","0","0"
"0.346378","0.091161","-0.0615","1","0","0"
"0.346569","0.0813228","-0.0615","1","0","0"
"0.34676","0.0714847","-0.0615","1","0","0"
"0.34695","0.0616465","-0.0615","1","0","0"
"0.347141","0.0518084","-0.0615","1","0","0"
"0.347332","0.0419702","-0.0615","1","0","0"
"0.666732","0.0323355","-0.0615","0.815","0","0"
"0.66365","0.0416802","-0.0615","0.815","0","0"
"0.660567","0.0510249","-0.0615","0.815","0","0"
"0.657484","0.0603695","-0.0615","0.815","0","0"
"0.654401","0.0697142","-0.0615","0.815","0","0"
"0.651319","0.0790588","-0.0615","0.815","0","0"
"0.648236","0.0884034","-0.0615","0.815","0","0"
"0.645153","0.0977481","-0.0615","0.815","0","0"
"0.64207","0.107093","-0.0615","0.815","0","0"
"0.638988","0.116437","-0.0615","0.815","0","0"
"0.636885","0.125953","-0.0615","0.815","0","0"
"0.63663","0.135789","-0.0615","0.815","0","0"
"0.636374","0.145626","-0.0615","0.815","0","0"
"0.636119","0.155463","-0.0615","0.815","0","0"
"0.635863","0.165299","-0.0615","0.815","0","0"
"0.635608","0.175136","-0.0615","0.815","0","0"
"0.635352","0.184973","-0.0615","0.815","0","0"
"0.635097","0.194809","-0.0615","0.815","0","0"
"0.634842","0.204646","-0.0615","0.815","0","0"
"0.634586","0.214483","-0.0615","0.815","0","0"
"0.634331","0.22432","-0.0615","0.815","0","0"
"0.634075","0.234156","-0.0615","0.815","0","0"
"0.633819","0.243993","-0.0615","0.815","0","0"
"0.633564","0.25383","-0.0615","0.815","0","0"
"0.633309","0.263666","-0.0615","0.815","0","0"
"0.630989","0.273167","-0.0615","0.815","0","0"
"0.628113","0.282578","-0.0615","0.815","0","0"
"0.625238","0.291988","-0.0615","0.815","0","0"
"0.622954","0.301496","-0.0615","0.815","0","0"
"0.622646","0.311332","-0.0615","0.815","0","0"
"0.622338","0.321167","-0.0615","0.815","0","0"
"0.622029","0.331002","-0.0615","0.815","0","0"
"0.621721","0.340837","-0.0615","0.815","0","0"
"0.621413","0.350672","-0.0615","0.815","0","0"
"0.621105","0.360507","-0.0615","0.815","0","0"
"0.620797","0.370343","-0.0615","0.815","0","0"
"0.620489","0.380178","-0.0615","0.815","0","0"
"0.620181","0.390013","-0.0615","0.815","0","0"
"0.619872","0.399848","-0.0615","0.815","0","0"
"0.619564","0.409683","-0.0615","0.815","0","0"
"0.619256","0.419519","-0.0615","0.815","0","0"
"0.618948","0.429354","-0.0615","0.815","0","0"
"0.61864","0.439189","-0.0615","0.815","0","0"
"0.618332","0.449024","-0.0615","0.815","0","0"
"0.618024","0.458859","-0.0615","0.815","0","0"
"0.617715","0.468694","-0.0615","0.815","0","0"
"0.617407","0.47853","-0.0615","0.815","0","0"
"0.617099","0.488365","-0.0615","0.815","0","0"
"0.616791","0.4982","-0.0615","0.815","0","0"
"0.616483","0.508035","-0.0615","0.815","0","0"
"0.616175","0.51787","-0.0615","0.815","0","0"
"0.615867","0.527705","-0.0615","0.815","0","0"
"0.615559","0.537541","-0.0615","0.815","0","0"
"0.61525","0.547376","-0.0615","0.815","0","0"
"0.614942","0.557211","-0.0615","0.815","0","0"
"0.614634","0.567046","-0.0615","0.815","0","0"
"0.614326","0.576881","-0.0615","0.815","0","0"
"0.614018","0.586716","-0.0615","0.815","0","0"
"0.61371","0.596552","-0.0615","0.815","0","0"
"0.613402","0.606387","-0.0615","0.815","0","0"
"0.613093","0.616222","-0.0615","0.815","0","0"
"0.612785","0.626057","-0.0615","0.815","0","0"
"0.612477","0.635892","-0.0615","0.815","0","0"
"0.612169","0.645728","-0.0615","0.815","0","0"
"0.611861","0.655563","-0.0615","0.815","0","0"
"0.611553","0.665398","-0.0615","0.815","0","0"
"0.674112","0.0323355","-0.0615","1","0.545098","0"
"0.67103","0.0416802","-0.0615","1","0.545098","0"
"0.667947","0.0510249","-0.0615","1","0.545098","0"
"0.664864","0.0603695","-0.0615","1","0.545098","0"
"0.661781","0.0697142","-0.0615","1","0.545098","0"
"0.658699","0.0790588","-0.0615","1","0.545098","0"
"0.655616","0.0884034","-0.0615","1","0.545098","0"
"0.652533","0.0977481","-0.0615","1","0.545098","0"
"0.64945","0.107093","-0.0615","1","0.545098","0"
"0.646368","0.116437","-0.0615","1","0.545098","0"
"0.644265","0.125953","-0.0615","1","0.545098","0"
"0.64401","0.135789","-0.0615","1","0.545098","0"
"0.643754","0.145626","-0.0615","1","0.545098","0"
"0.643499","0.155463","-0.0615","1","0.545098","0"
"0.643243","0.165299","-0.0615","1","0.545098","0"
"0.642988","0.175136","-0.0615","1","0.545098","0"
"0.642732","0.184973","-0.0615","1","0.545098","0"
"0.642477","0.194809","-0.0615","1","0.545098","0"
"0.642222","0.204646","-0.0615","1","0.545098","0"
"0.641966","0.214483","-0.0615","1","0.545098","0"
"0.641711","0.22432","-0.0615","1","0.545098","0"
"0.641455","0.234156","-0.0615","1","0.545098","0"
"0.641199","0.243993","-0.0615","1","0.545098","0"
"0.640944","0.25383","-0.0615","1","0.545098","0"
"0.640689","0.263666","-0.0615","1","0.545098","0"
"0.638369","0.273167","-0.0615","1","0.545098","0"
"0.635493","0.282578","-0.0615","1","0.545098","0"
"0.632618","0.291988","-0.0615","1","0.545098","0"
"0.630334","0.301496","-0.0615","1","0.545098","0"
"0.630026","0.311332","-0.0615","1","0.545098","0"
"0.629718","0.321167","-0.0615","1","0.545098","0"
"0.629409","0.331002","-0.0615","1","0.545098","0"
"0.629101","0.340837","-0.0615","1","0.545098","0"
"0.628793","0.350672","-0.0615","1","0.545098","0"
"0.628485","0.360507","-0.0615","1","0.545098","0"
"0.628177","0.370343","-0.0615","1","0.545098","0"
"0.627869","0.380178","-0.0615","1","0.545098","0"
"0.627561","0.390013","-0.0615","1","0.545098","0"
"0.627252","0.399848","-0.0615","1","0.545098","0"
"0.626944","0.409683","-0.0615","1","0.545098","0"
"0.626636","0.419519","-0.0615","1","0.545098","0"
"0.626328","0.429354","-0.0615","1","0.545098","0"
"0.62602","0.439189","-0.0615","1","0.545098","0"
"0.625712","0.449024","-0.0615","1","0.545098","0"
"0.625404","0.458859","-0.0615","1","0.545098","0"
"0.625095","0.468694","-0.0615","1","0.545098","0"
"0.624787","0.47853","-0.0615","1","0.545098","0"
"0.624479","0.488365","-0.0615","1","0.545098","0"
"0.624171","0.4982","-0.0615","1","0.545098","0"
"0.623863","0.508035","-0.0615","1","0.545098","0"
"0.623555","0.51787","-0.0615","1","0.545098","0"
"0.623247","0.527705","-0.0615","1","0.545098","0"
"0.622939","0.537541","-0.0615","1","0.545098","0"
"0.62263","0.547376","-0.0615","1","0.545098","0"
"0.622322","0.557211","-0.0615","1","0.545098","0"
"0.622014","0.567046","-0.0615","1","0.545098","0"
"0.621706","0.576881","-0.0615","1","0.545098","0"
"0.621398","0.586716","-0.0615","1","0.545098","0"
"0.62109","0.596552","-0.0615","1","0.545098","0"
"0.620782","0.606387","-0.0615","1","0.545098","0"
"0.620473","0.616222","-0.0615","1","0.545098","0"
"0.620165","0.626057","-0.0615","1","0.545098","0"
"0.619857","0.635892","-0.0615","1","0.545098","0"
"0.619549","0.645728","-0.0615","1","0.545098","0"
"0.619241","0.655563","-0.0615","1","0.545098","0"
"0.618933","0.665398","-0.0615","1","0.545098","0"
"0.134144","0.415307","-0.0615","0.364706","1","0"
"0.134336","0.405469","-0.0615","0.364706","1","0"
"0.134528","0.395631","-0.0615","0.364706","1","0"
"0.13472","0.385793","-0.0615","0.364706","1","0"
"0.134912","0.375955","-0.0615","0.364706","1","0"
"0.135104","0.366117","-0.0615","0.364706","1","0"
"0.135296","0.356278","-0.0615","0.364706","1","0"
"0.135488","0.34644","-0.0615","0.364706","1","0"
"0.13568","0.336602","-0.0615","0.364706","1","0"
"0.135872","0.326764","-0.0615","0.364706","1","0"
"0.136064","0.316926","-0.0615","0.364706","1","0"
"0.136256","0.307088","-0.0615","0.364706","1","0"
"0.136448","0.29725","-0.0615","0.364706","1","0"
"0.139441","0.287923","-0.0615","0.364706","1","0"
"0.142737","0.278651","-0.0615","0.364706","1","0"
"0.146034","0.26938","-0.0615","0.364706","1","0"
"0.149152","0.260058","-0.0615","0.364706","1","0"
"0.151183","0.25043","-0.0615","0.364706","1","0"
"0.153214","0.240802","-0.0615","0.364706","1","0"
"0.155245","0.231174","-0.0615","0.364706","1","0"
"0.157276","0.221546","-0.0615","0.364706","1","0"
"0.159307","0.211918","-0.0615","0.364706","1","0"
"0.161338","0.20229","-0.0615","0.364706","1","0"
"0.163369","0.192662","-0.0615","0.364706","1","0"
"0.1654","0.183033","-0.0615","0.364706","1","0"
"0.167431","0.173405","-0.0615","0.364706","1","0"
"0.169461","0.163777","-0.0615","0.364706","1","0"
"0.169944","0.153973","-0.0615","0.364706","1","0"
"0.170127","0.144135","-0.0615","0.364706","1","0"
"0.170311","0.134296","-0.0615","0.364706","1","0"
"0.170494","0.124458","-0.0615","0.364706","1","0"
"0.170677","0.11462","-0.0615","0.364706","1","0"
"0.170861","0.104781","-0.0615","0.364706","1","0"
"0.171044","0.094943","-0.0615","0.364706","1","0"
"0.171227","0.0851047","-0.0615","0.364706","1","0"
"0.171411","0.0752664","-0.0615","0.364706","1","0"
"0.171594","0.0654281","-0.0615","0.364706","1","0"
"0.171777","0.0555898","-0.0615","0.364706","1","0"
"0.171961","0.0457515","-0.0615","0.364706","1","0"
"0.131684","0.415307","-0.0615","0.479","0","0"
"0.131876","0.405469","-0.0615","0.479","0","0"
"0.132068","0.395631","-0.0615","0.479","0","0"
"0.13226","0.385793","-0.0615","0.479","0","0"
"0.132452","0.375955","-0.0615","0.479","0","0"
"0.132644","0.366117","-0.0615","0.479","0","0"
"0.132836","0.356278","-0.0615","0.479","0","0"
"0.133028","0.34644","-0.0615","0.479","0","0"
"0.13322","0.336602","-0.0615","0.479","0","0"
"0.133412","0.326764","-0.0615","0.479","0","0"
"0.133604","0.316926","-0.0615","0.479","0","0"
"0.133796","0.307088","-0.0615","0.479","0","0"
"0.133988","0.29725","-0.0615","0.479","0","0"
"0.136981","0.287923","-0.0615","0.479","0","0"
"0.140277","0.278651","-0.0615","0.479","0","0"
"0.143574","0.26938","-0.0615","0.479","0","0"
"0.146692","0.260058","-0.0615","0.479","0","0"
"0.148723","0.25043","-0.0615","0.479","0","0"
"0.150754","0.240802","-0.0615","0.479","0","0"
"0.152785","0.231174","-0.0615","0.479","0","0"
"0.154816","0.221546","-0.0615","0.479","0","0"
"0.156847","0.211918","-0.0615","0.479","0","0"
"0.158878","0.20229","-0.0615","0.479","0","0"
"0.160909","0.192662","-0.0615","0.479","0","0"
"0.16294","0.183033","-0.0615","0.479","0","0"
"0.164971","0.173405","-0.0615","0.479","0","0"
"0.167001","0.163777","-0.0615","0.479","0","0"
"0.167484","0.153973","-0.0615","0.479","0","0"
"0.167667","0.144135","-0.0615","0.479","0","0"
"0.167851","0.134296","-0.0615","0.479","0","0"
"0.168034","0.124458","-0.0615","0.479","0","0"
"0.168217","0.11462","-0.0615","0.479","0","0"
"0.168401","0.104781","-0.0615","0.479","0","0"
"0.168584","0.094943","-0.0615","0.479","0","0"
"0.168767","0.0851047","-0.0615","0.479","0","0"
"0.168951","0.0752664","-0.0615","0.479","0","0"
"0.169134","0.0654281","-0.0615","0.479","0","0"
"0.169317","0.0555898","-0.0615","0.479","0","0"
"0.1695","0.0457515","-0.0615","0.479","0","0"
"0.136604","0.415307","-0.0615","0","0.184314","1"
"0.136796","0.405469","-0.0615","0","0.184314","1"
"0.136988","0.395631","-0.0615","0","0.184314","1"
"0.13718","0.385793","-0.0615","0","0.184314","1"
"0.137372","0.375955","-0.0615","0","0.184314","1"
"0.137564","0.366117","-0.0615","0","0.184314","1"
"0.137756","0.356278","-0.0615","0","0.184314","1"
"0.137948","0.34644","-0.0615","0","0.184314","1"
"0.13814","0.336602","-0.0615","0","0.184314","1"
"0.138332","0.326764","-0.0615","0","0.184314","1"
"0.138524","0.316926","-0.0615","0","0.184314","1"
"0.138716","0.307088","-0.0615","0","0.184314","1"
"0.138908","0.29725","-0.0615","0","0.184314","1"
"0.141901","0.287923","-0.0615","0","0.184314","1"
"0.145197","0.278651","-0.0615","0","0.184314","1"
"0.148494","0.26938","-0.0615","0","0.184314","1"
"0.151612","0.260058","-0.0615","0","0.184314","1"
"0.153643","0.25043","-0.0615","0","0.184314","1"
"0.155674","0.240802","-0.0615","0","0.184314","1"
"0.157705","0.231174","-0.0615","0","0.184314","1"
"0.159736","0.221546","-0.0615","0","0.184314","1"
"0.161767","0.211918","-0.0615","0","0.184314","1"
"0.163798","0.20229","-0.0615","0","0.184314","1"
"0.165829","0.192662","-0.0615","0","0.184314","1"
"0.16786","0.183033","-0.0615","0","0.184314","1"
"0.169891","0.173405","-0.0615","0","0.184314","1"
"0.171921","0.163777","-0.0615","0","0.184314","1"
"0.172404","0.153973","-0.0615","0","0.184314","1"
"0.172587","0.144135","-0.0615","0","0.184314","1"
"0.172771","0.134296","-0.0615","0","0.184314","1"
"0.172954","0.124458","-0.0615","0","0.184314","1"
"0.173137","0.11462","-0.0615","0","0.184314","1"
"0.173321","0.104781","-0.0615","0","0.184314","1"
"0.173504","0.094943","-0.0615","0","0.184314","1"
"0.173687","0.0851047","-0.0615","0","0.184314","1"
"0.173871","0.0752664","-0.0615","0","0.184314","1"
"0.174054","0.0654281","-0.0615","0","0.184314","1"
"0.174237","0.0555898","-0.0615","0","0.184314","1"
"0.17442","0.0457515","-0.0615","0","0.184314","1"
"0.0118733","0.820933","-0.0615","0","0.7","1"
"0.0217119","0.821095","-0.0615","0","0.7","1"
"0.0315506","0.821258","-0.0615","0","0.7","1"
"0.0413893","0.82142","-0.0615","0","0.7","1"
"0.051228","0.821583","-0.0615","0","0.7","1"
"0.0610667","0.821746","-0.0615","0","0.7","1"
"0.0709053","0.821908","-0.0615","0","0.7","1"
"0.080744","0.822071","-0.0615","0","0.7","1"
"0.0905827","0.822234","-0.0615","0","0.7","1"
"0.100421","0.822396","-0.0615","0","0.7","1"
