"tx","ty","tz","r","g","b"
"0.107314","0.818178","-0.0615","0","0.7","1"
"0.110876","0.809005","-0.0615","0","0.7","1"
"0.114437","0.799832","-0.0615","0","0.7","1"
"0.117998","0.790659","-0.0615","0","0.7","1"
"0.121559","0.781486","-0.0615","0","0.7","1"
"0.125121","0.772313","-0.0615","0","0.7","1"
"0.128682","0.76314","-0.0615","0","0.7","1"
"0.131278","0.753776","-0.0615","0","0.7","1"
"0.131489","0.743938","-0.0615","0","0.7","1"
"0.1317","0.7341","-0.0615","0","0.7","1"
"0.131912","0.724262","-0.0615","0","0.7","1"
"0.132123","0.714425","-0.0615","0","0.7","1"
"0.132335","0.704587","-0.0615","0","0.7","1"
"0.132546","0.694749","-0.0615","0","0.7","1"
"0.132757","0.684912","-0.0615","0","0.7","1"
"0.132969","0.675074","-0.0615","0","0.7","1"
"0.13318","0.665236","-0.0615","0","0.7","1"
"0.133391","0.655398","-0.0615","0","0.7","1"
"0.133603","0.645561","-0.0615","0","0.7","1"
"0.133814","0.635723","-0.0615","0","0.7","1"
"0.134025","0.625885","-0.0615","0","0.7","1"
"0.134237","0.616048","-0.0615","0","0.7","1"
"0.134448","0.60621","-0.0615","0","0.7","1"
"0.134659","0.596372","-0.0615","0","0.7","1"
"0.134871","0.586534","-0.0615","0","0.7","1"
"0.135082","0.576697","-0.0615","0","0.7","1"
"0.135294","0.566859","-0.0615","0","0.7","1"
"0.135505","0.557021","-0.0615","0","0.7","1"
"0.135716","0.547183","-0.0615","0","0.7","1"
"0.135928","0.537346","-0.0615","0","0.7","1"
"0.136139","0.527508","-0.0615","0","0.7","1"
"0.13635","0.51767","-0.0615","0","0.7","1"
"0.136562","0.507832","-0.0615","0","0.7","1"
"0.136773","0.497995","-0.0615","0","0.7","1"
"0.136984","0.488157","-0.0615","0","0.7","1"
"0.137196","0.478319","-0.0615","0","0.7","1"
"0.0109632","0.817058","-0.0615","1","0.736533","0.168"
"0.0208019","0.81722","-0.0615","1","0.736533","0.168"
"0.0306405","0.817383","-0.0615","1","0.736533","0.168"
"0.0404792","0.817546","-0.0615","1","0.736533","0.168"
"0.0503179","0.817708","-0.0615","1","0.736533","0.168"
"0.0601566","0.817871","-0.0615","1","0.736533","0.168"
"0.0699953","0.818034","-0.0615","1","0.736533","0.168"
"0.0798339","0.818196","-0.0615","1","0.736533","0.168"
"0.0896726","0.818359","-0.0615","1","0.736533","0.168"
"0.0995113","0.818521","-0.0615","1","0.736533","0.168"
"0.106402","0.814302","-0.0615","1","0.736533","0.168"
"0.109957","0.805127","-0.0615","1","0.736533","0.168"
"0.113512","0.795952","-0.0615","1","0.736533","0.168"
"0.117068","0.786776","-0.0615","1","0.736533","0.168"
"0.120623","0.777601","-0.0615","1","0.736533","0.168"
"0.124179","0.768426","-0.0615","1","0.736533","0.168"
"0.127734","0.759251","-0.0615","1","0.736533","0.168"
"0.128907","0.749604","-0.0615","1","0.736533","0.168"
"0.129119","0.739766","-0.0615","1","0.736533","0.168"
"0.12933","0.729928","-0.0615","1","0.736533","0.168"
"0.129541","0.72009","-0.0615","1","0.736533","0.168"
"0.129753","0.710253","-0.0615","1","0.736533","0.168"
"0.129964","0.700415","-0.0615","1","0.736533","0.168"
"0.130175","0.690577","-0.0615","1","0.736533","0.168"
"0.130387","0.68074","-0.0615","1","0.736533","0.168"
"0.130598","0.670902","-0.0615","1","0.736533","0.168"
"0.13081","0.661064","-0.0615","1","0.736533","0.168"
"0.131021","0.651226","-0.0615","1","0.736533","0.168"
"0.131232","0.641389","-0.0615","1","0.736533","0.168"
"0.131444","0.631551","-0.0615","1","0.736533","0.168"
"0.131655","0.621713","-0.0615","1","0.736533","0.168"
"0.131866","0.611875","-0.0615","1","0.736533","0.168"
"0.132078","0.602038","-0.0615","1","0.736533","0.168"
"0.132289","0.5922","-0.0615","1","0.736533","0.168"
"0.1325","0.582362","-0.0615","1","0.736533","0.168"
"0.132712","0.572524","-0.0615","1","0.736533","0.168"
"0.132923","0.562687","-0.0615","1","0.736533","0.168"
"0.133135","0.552849","-0.0615","1","0.736533","0.168"
"0.133346","0.543011","-0.0615","1","0.736533","0.168"
"0.133557","0.533174","-0.0615","1","0.736533","0.168"
"0.133769","0.523336","-0.0615","1","0.736533","0.168"
"0.13398","0.513498","-0.0615","1","0.736533","0.168"
"0.134191","0.50366","-0.0615","1","0.736533","0.168"
"0.134403","0.493823","-0.0615","1","0.736533","0.168"
"0.134614","0.483985","-0.0615","1","0.736533","0.168"
"0.134825","0.474147","-0.0615","1","0.736533","0.168"
"0.0177034","0.824807","-0.0615","1","0.545098","0"
"0.0275421","0.82497","-0.0615","1","0.545098","0"
"0.0373807","0.825133","-0.0615","1","0.545098","0"
"0.0472194","0.825295","-0.0615","1","0.545098","0"
"0.0570581","0.825458","-0.0615","1","0.545098","0"
"0.0668967","0.82562","-0.0615","1","0.545098","0"
"0.0767354","0.825783","-0.0615","1","0.545098","0"
"0.0865741","0.825946","-0.0615","1","0.545098","0"
"0.0964127","0.826108","-0.0615","1","0.545098","0"
"0.106251","0.826271","-0.0615","1","0.545098","0"
"0.113147","0.822054","-0.0615","1","0.545098","0"
"0.116713","0.812883","-0.0615","1","0.545098","0"
"0.12028","0.803712","-0.0615","1","0.545098","0"
"0.123846","0.794541","-0.0615","1","0.545098","0"
"0.127413","0.78537","-0.0615","1","0.545098","0"
"0.130979","0.776199","-0.0615","1","0.545098","0"
"0.134546","0.767028","-0.0615","1","0.545098","0"
"0.138112","0.757857","-0.0615","1","0.545098","0"
"0.138779","0.74811","-0.0615","1","0.545098","0"
"0.138991","0.738272","-0.0615","1","0.545098","0"
"0.139202","0.728435","-0.0615","1","0.545098","0"
"0.139413","0.718597","-0.0615","1","0.545098","0"
"0.139625","0.708759","-0.0615","1","0.545098","0"
"0.139836","0.698921","-0.0615","1","0.545098","0"
"0.140048","0.689084","-0.0615","1","0.545098","0"
"0.140259","0.679246","-0.0615","1","0.545098","0"
"0.14047","0.669408","-0.0615","1","0.545098","0"
"0.140682","0.659571","-0.0615","1","0.545098","0"
"0.140893","0.649733","-0.0615","1","0.545098","0"
"0.141104","0.639895","-0.0615","1","0.545098","0"
"0.141316","0.630057","-0.0615","1","0.545098","0"
"0.141527","0.62022","-0.0615","1","0.545098","0"
"0.141738","0.610382","-0.0615","1","0.545098","0"
"0.14195","0.600544","-0.0615","1","0.545098","0"
"0.142161","0.590706","-0.0615","1","0.545098","0"
"0.142373","0.580869","-0.0615","1","0.545098","0"
"0.142584","0.571031","-0.0615","1","0.545098","0"
"0.142795","0.561193","-0.0615","1","0.545098","0"
"0.143007","0.551355","-0.0615","1","0.545098","0"
"0.143218","0.541518","-0.0615","1","0.545098","0"
"0.143429","0.53168","-0.0615","1","0.545098","0"
"0.143641","0.521842","-0.0615","1","0.545098","0"
"0.143852","0.512005","-0.0615","1","0.545098","0"
"0.144063","0.502167","-0.0615","1","0.545098","0"
"0.144275","0.492329","-0.0615","1","0.545098","0"
"0.144486","0.482491","-0.0615","1","0.545098","0"
"0.144697","0.472654","-0.0615","1","0.545098","0"
