"tx","ty","tz","r","g","b","a","scale","shape",
"0.7827724767295744","0.046908145537331115","0.0",,,,,,,
"0.7173118473357349","0.32792152132528657","0.0015106432",,,,,,,
"0.7292457558938223","0.4021658094560117","0.006942855",,,,,,,
"0.7946355818406249","0.4864752479678403","0.008789197",,,,,,,
"0.6852927519060689","0.2802852907413313","0.0",,,,,,,
"0.5980749728115415","0.5028850925455678","0.017120622",,,,,,,
"0.60803293102409","0.5606661683418673","0.017837796",,,,,,,
"0.5976237744142185","0.4448691364373477","0.01560998",,,,,,,
"0.7045175156521163","0.5950160107261817","0.014160372",,,,,,,
"0.6613948336135758","0.17552054717189794","0.0",,,,,,,
"0.7348179359954867","0.7779161158586566","0.0102693215",,,,,,,
"0.783901123163008","0.5673908246058793","0.010940718",,,,,,,
"0.8124659392022836","0.36537421815932825","0.00044251163",,,,,,,
"0.4227797284800984","0.12801963551400944","0.017395286",,,,,,,
"0.6487289168730009","0.5448936960306355","0.015945679",,,,,,,
"0.6580508737704178","0.3700550130280301","0.008239872",,,,,,,
"0.6538670651486086","0.2868111587384241","0.0024719615",,,,,,,
"0.6633702553571531","0.5889851483832987","0.015777828",,,,,,,
"0.751935261329641","0.39105020621404657","0.0050659953",,,,,,,
"0.7434529665107843","0.6038315790179322","0.012649729",,,,,,,
"0.6423100382207142","0.6302696550210759","0.016647592",,,,,,,
"0.6482326090728339","0.5355329493624849","0.015808348",,,,,,,
"0.6872726163887075","0.35986435740010436","0.0059815366",,,,,,,
"0.7439169858778851","0.5080009793288531","0.011535821",,,,,,,
"0.7682066133249786","0.3466678171990848","0.00033569848",,,,,,,
"0.7626325131168261","0.6210774072695512","0.011932556",,,,,,,
"0.8275307754438117","0.7394900035999046","0.006820783",,,,,,,
"0.6336992333778897","0.600940440440396","0.016952774",,,,,,,
"0.6572212488030601","0.4140553604539455","0.011032273",,,,,,,
"0.7150424418898874","0.6257367738864162","0.013809415",,,,,,,
"0.7209216209333795","0.5056372708653128","0.012283512",,,,,,,
"0.7759472361720967","0.563383069612662","0.011261159",,,,,,,
"0.45435102605797456","0.376313369375312","0.022827497",,,,,,,
"0.695669894324032","0.24627075463708695","0.0",,,,,,,
"0.9271936060915985","0.6730037998573671","0.0016632334",,,,,,,
"0.7900590925733061","0.750772689009258","0.0083924625",,,,,,,
"0.676413769864126","0.6014365588638255","0.015213245",,,,,,,
"0.7081928857899257","0.5925529035050968","0.014007783",,,,,,,
"0.6181765714199421","0.16746693255642303","0.0",,,,,,,
"0.41592795506457664","0.7962087828211439","0.027664607",,,,,,,
"0.8325377585436449","0.595010982487736","0.00859083",,,,,,,
"0.7896302027227227","0.12840745479412696","0.0",,,,,,,
"0.7748175937996786","0.5776218782450327","0.011322195",,,,,,,
"0.7666932032294077","0.07587114051960413","0.0",,,,,,,
"0.412056467908217","0.1510135295163372","0.019638361",,,,,,,
"0.722403449886381","0.3193878821889876","0.00018310826",,,,,,,
"0.6910740462390855","0.41462408254954236","0.009475852",,,,,,,
"0.6870131328111209","0.5609023315142001","0.01466392",,,,,,,
"0.7138619940865772","0.40414529569024904","0.00764477",,,,,,,
"0.6743716339766704","0.5924570220845795","0.0153505765",,,,,,,
"0.6490411459211367","0.3394149265488498","0.006912337",,,,,,,
"0.7342512292110313","0.6497125796593543","0.012832837",,,,,,,
"0.617460313783666","0.28935814543084504","0.0064698253",,,,,,,
"0.6720524200996698","0.35549273990291225","0.006668193",,,,,,,
"0.4427808809081222","0.1109906884053148","0.014419775",,,,,,,
"0.721574460982308","0.5416268082578626","0.0131075",,,,,,,
"0.7404480502152058","0.515770430178787","0.011886778",,,,,,,
"0.6164100597251947","0.5440470084245375","0.017257953",,,,,,,
"0.7238857186182038","0.33244948242844785","0.00140383",,,,,,,
"0.6050541542631785","0.28941746367582677","0.007629511",,,,,,,
"0.7048765727282229","0.36374329354909213","0.0051728087",,,,,,,
"0.7813827018410775","0.3662836403335255","0.0016479744",,,,,,,
"0.7168426371089813","0.4168111626390701","0.008239872",,,,,,,
"0.7455860497353161","0.596888630403827","0.012649729",,,,,,,
"0.6258198849542701","0.16874671010416653","0.0",,,,,,,
"0.6802890419607058","0.3981036094942516","0.008911269",,,,,,,
"0.7177245110591275","0.2535570835071008","0.0",,,,,,,
"0.627194919967995","0.6379337647614937","0.017334249",,,,,,,
"0.7379027494571672","0.45735164239028264","0.009872587",,,,,,,
"0.7509034792538418","0.3605506500572029","0.0024719615",,,,,,,
"0.6455349679156247","0.6157595579058465","0.016495002",,,,,,,
"0.7108063719568436","0.5651144290664042","0.013839933",,,,,,,
"0.710323416408542","0.44032113608322304","0.009948882",,,,,,,
"0.809257726436717","0.5426949348438723","0.009613184",,,,,,,
"0.5988030243148573","0.5745181834292792","0.018387122",,,,,,,
"0.7637846523619877","0.45493527238208953","0.008636607",,,,,,,
"0.7142073314413494","0.492255925699236","0.012069887",,,,,,,
"0.6671334292433997","0.2989434079010716","0.0024109255",,,,,,,
"0.6932625204706702","0.37455929042495095","0.006408789",,,,,,,
"0.690039746667787","0.2547901391902146","0.0",,,,,,,
"0.7715965247448376","0.2599795981335552","0.0",,,,,,,
"0.7711114447793687","0.4348829675109633","0.0072480356",,,,,,,
"0.6624119463308812","0.5526339484877636","0.01544213",,,,,,,
"0.7887701889314803","0.5896671947503104","0.0108033875",,,,,,,
"0.6808333034594188","0.421814917175407","0.01029984",,,,,,,
"0.7751730948394981","0.36391381577715054","0.0018005646",,,,,,,
"0.7274008241271074","0.3281994358697379","0.0010376135",,,,,,,
"0.6583514494263983","0.328184870732421","0.005493248",,,,,,,
"0.8212340950153975","0.7455436009371559","0.0071412222",,,,,,,
"0.7601622066395222","0.41121506888104165","0.006179904",,,,,,,
"0.6107818304125409","0.4099011481038584","0.013488975",,,,,,,
"0.7315607600235546","0.5424882245502779","0.012664989",,,,,,,
"0.6099104524336482","0.6667628517190639","0.017959869",,,,,,,
"0.7352947543478173","0.670152248628652","0.012619211",,,,,,,
"0.6931709958353279","0.23352382460023433","0.0",,,,,,,
"0.6101067580459363","0.40305540713380117","0.013138018",,,,,,,
"0.7940221338874517","0.6489209829128124","0.010070954",,,,,,,
"0.841747280216885","0.5938826621891768","0.007934691",,,,,,,
"0.6888294645741333","0.3955676277811733","0.008255131",,,,,,,
"0.6126416238645658","0.6486715555315806","0.018051423",,,,,,,
"0.6473072786728069","0.34812535242338705","0.0077363243",,,,,,,
"0.7403565422995627","0.23073000712022226","0.0",,,,,,,
"0.7552199268878645","0.7692475106610277","0.009460594",,,,,,,
"0.6666416413195819","0.404473791789742","0.009964141",,,,,,,
"0.7066228863813518","0.2824092316539839","0.0",,,,,,,
"0.5984832525133347","0.5139708613921128","0.017395286",,,,,,,
"0.7174564786927607","0.5168327116161656","0.0127412835",,,,,,,
"0.6671825013750151","0.4203020432705934","0.010849165",,,,,,,
"0.7640970399787261","0.5205531598543137","0.011093309",,,,,,,
"0.7379838647039103","0.39587630402643065","0.0060425727",,,,,,,
"0.6503424417694217","0.2761417180705157","0.0018921187",,,,,,,
"0.7528129084596658","0.44200840730798613","0.008453499",,,,,,,
"0.6500983232221379","0.3063329016299","0.0043488215",,,,,,,
"0.7770333211872884","0.6727688070742699","0.010650798",,,,,,,
"0.7093480970905928","0.3823010662518268","0.006164645",,,,,,,
"0.7278735885592772","0.5879140059001183","0.01326009",,,,,,,
"0.6662472789175646","0.23830864724408096","0.0",,,,,,,
"0.7287035311041133","0.5983401520483841","0.0132753495",,,,,,,
"0.6380199137463354","0.6382340986844873","0.016784925",,,,,,,
"0.7300564432899125","0.4632729100043011","0.010360876",,,,,,,
"0.5923994009748053","0.5659373925230682","0.018631266",,,,,,,
"0.6757888659464092","0.5393042667611164","0.0148165105",,,,,,,
"0.7324902754962099","0.3345563064385991","0.0009613184",,,,,,,
"0.6113971913328405","0.4007403337141534","0.012970169",,,,,,,
"0.7864702254215289","0.32839416741709715","0.0",,,,,,,
"0.6398085487033913","0.6428484071892161","0.016769664",,,,,,,
"0.6196580350627652","0.5498822924008342","0.017151142",,,,,,,
"0.6060232927434503","0.571338373121114","0.017975127",,,,,,,
"0.46943445212325463","0.3848690658220983","0.022018768",,,,,,,
"0.7304978465212744","0.47178456133979674","0.010711834",,,,,,,
"0.6493336639342636","0.5950176806187094","0.016281376",,,,,,,
"0.6580730092401729","0.36644655336487125","0.007980469",,,,,,,
"0.7098076319352323","0.4328584117733428","0.009506371",,,,,,,
"0.7216979773424705","0.4404714288282559","0.009475852",,,,,,,
"0.6694293008814742","0.34756671924623406","0.0061036088",,,,,,,
"0.6119512758223435","0.11401081961711443","0.0",,,,,,,
"0.8260636653237844","0.19078400010938415","0.0",,,,,,,
"0.6706009590962474","0.574913291545611","0.015396353",,,,,,,
"0.4751372950441281","0.5466159590210813","0.024719616",,,,,,,
"0.7612230167906537","0.46679274574336826","0.00935378",,,,,,,
"0.8935207117106287","0.6168517150815807","0.0044708936",,,,,,,
"0.6089324600429379","0.26730470410242185","0.005706874",,,,,,,
"0.7365293640846667","0.36275535877558257","0.003555352",,,,,,,
"0.6425111256315933","0.652365148740647","0.01655604",,,,,,,
"0.6046051117963238","0.2247288689382595","0.0031738766",,,,,,,
"0.5986799615629219","0.5749130382366663","0.018387122",,,,,,,
"0.93130636093868","0.8080215040973171","0.00012207218",,,,,,,
"0.6026976728479374","0.5610055244014686","0.018020906",,,,,,,
"0.6905327885707992","0.28503167421657627","0.0",,,,,,,
"0.6616353558834633","0.5759957924678204","0.015701534",,,,,,,
"0.664585515058735","0.5743538041119778","0.015671015",,,,,,,
"0.7208095109994812","0.1464314604910478","0.0",,,,,,,
"0.6540731559634636","0.5908496850197842","0.016113527",,,,,,,
"0.5986687946507362","0.4122299812972494","0.01420615",,,,,,,
"0.6537607768358277","0.5613931824635868","0.015854124",,,,,,,
"0.8158159439849187","0.3929326989745843","0.0026092927",,,,,,,
"0.6079801167691925","0.29801140715209795","0.0077363243",,,,,,,
"0.6253220090280014","0.5335282804436267","0.016723888",,,,,,,
"0.6896335275917227","0.0408739530432261","0.0",,,,,,,
"0.1178517251762499","0.5232401760239509","0.016464485",,,,,,,
"0.6022267843198075","0.5733667798565423","0.018158237",,,,,,,
"0.6353581462395713","0.5753088871846066","0.016815443",,,,,,,
"0.7427108222063278","0.4965975613390705","0.011322195",,,,,,,
"0.76162362632414","0.4952176541692359","0.0104676895",,,,,,,
"0.6806951893036874","0.5549159190801064","0.014709697",,,,,,,
"0.7088185381747623","0.22731880982450897","0.0",,,,,,,
"0.6802022162021091","0.35967471694934483","0.0064698253",,,,,,,
"0.4709703024879417","0.39896565321516525","0.022278173",,,,,,,
"0.7793812450518741","0.34018868878892894","0.0",,,,,,,
"0.6502275105975717","0.4051681519886168","0.010818646",,,,,,,
