-4.2861996	1.3146257	-1.42941
-4.4112988	1.8895645	-1.3215299
-4.3486996	-2.4457254	-1.26759
-4.4112988	1.2647753	-1.21365
-4.536497	1.9569349	-1.1057699
-4.473898	-2.4817653	-1.05183
-4.536497	1.306345	-0.99789006
-4.2235966	2.5372353	-1.1597099
-4.2861996	-1.558075	-1.1057699
-4.2235966	0.9700556	-1.05183
-4.2861996	-2.841855	-0.99789006
-4.3486996	2.5291452	-0.943951
-4.4112988	-1.5126147	-0.890011
-4.3486996	1.0098352	-0.836071
-4.4112988	-2.7906852	-0.782131
-4.473898	2.460105	-0.728191
-4.598997	-2.3987656	-0.836071
-4.661598	1.4394045	-0.782131
-4.536497	-1.524365	-0.674251
-4.473898	1.0802555	-0.620311
-4.2235966	-1.2981853	-0.728191
-4.2861996	2.7430344	-0.674251
-4.2235966	-3.0863152	-0.620311
-4.2861996	0.9108753	-0.566371
-4.3486996	-1.2971454	-0.512431
-4.4112988	2.6491852	-0.458491
-4.3486996	-2.9911852	-0.404551
-4.4112988	0.99290466	-0.350611
-4.473898	-1.3352251	-0.29667097
-4.536497	2.5138245	-0.24273098
-4.536497	-2.685985	-0.566371
-4.598997	2.3340054	-0.512431
-4.661598	-1.600575	-0.458491
-4.598997	1.1877556	-0.404551
-4.661598	-2.514885	-0.350611
-4.7241993	2.1150951	-0.29667097
-4.7241993	1.365695	-0.18879098
-4.7866993	-1.957365	-0.13485096
-4.661598	2.3173456	-0.02697067
-4.598997	-1.4204049	-0.080910675
-4.536497	1.1041145	-0.13485096
-4.473898	-2.856545	-0.18879098
-4.2235966	2.9060345	-0.29667097
-4.2861996	-1.1847053	-0.24273098
-4.2235966	0.8557749	-0.18879098
-4.2861996	-3.093215	-0.13485096
-4.3486996	2.7857351	-0.080910675
-4.4112988	-1.2384648	-0.02697067
-4.4112988	-1.2384648	-0.02697067
-4.4112988	-1.2384648	-0.02697067
-4.598997	-2.6678953	0.026969332
-4.661598	1.2660351	0.08090934
-4.7241993	-1.593955	0.13484904
-4.7866993	1.8855648	0.18878904
-4.7241993	-2.3694649	0.24272905
-4.598997	2.4099445	0.35060903
-4.536497	-2.7396655	0.29666904
-4.473898	1.0879545	0.24272905
-4.536497	-1.335865	0.18878904
-4.473898	2.6283455	0.13484904
-4.4112988	-2.9413252	0.08090934
-4.3486996	0.95744514	0.026969332
-4.2235966	-1.092135	0.13484904
-4.2861996	2.8592348	0.18878904
-4.2235966	-3.1474051	0.24272905
-4.2861996	0.9603758	0.29666904
-4.3486996	-1.1745052	0.35060903
-4.4112988	2.6831846	0.40454906
-4.3486996	-2.966465	0.45848906
-4.4112988	1.1056356	0.51242906
-4.473898	-1.3004651	0.56636906
-4.598997	1.2709446	0.45848906
-4.661598	-1.5072055	0.40454906
-4.661598	-2.4370751	0.51242906
-4.7241993	1.9928951	0.56636906
-4.536497	2.4401054	0.62030905
-4.473898	-2.724955	0.67424905
-4.536497	1.3107958	0.72818905
-4.598997	-1.5153852	0.78212905
-4.661598	1.9136448	0.83606905
-4.2235966	2.8729353	0.56636906
-4.2861996	-1.147325	0.62030905
-4.2235966	1.0368643	0.67424905
-4.2861996	-2.9616451	0.72818905
-4.3486996	2.6528358	0.78212905
-4.4112988	-1.2960353	0.83606905
-4.3486996	1.2177048	0.89000905
-4.4112988	-2.6774554	0.94394904
-4.473898	2.323515	0.9978891
-4.598997	-2.3307252	0.89000905
-4.536497	-1.5683651	1.05183
-4.473898	1.5359545	1.1057701
-4.536497	-1.9529152	1.1597102
-4.2235966	-1.1783352	0.9978891
-4.2861996	2.5840454	1.05183
-4.2235966	-2.830645	1.1057701
-4.2861996	1.3573647	1.1597102
-4.3486996	-1.3953247	1.21365
-4.4112988	2.0689049	1.26759
-4.3486996	-2.3705554	1.3215301
-4.2861996	-1.6342654	1.48335
-4.2235966	2.1475458	1.42941
-4.1609974	-2.611165	1.3754702
-4.0984974	1.3985147	1.3215301
-4.1609974	-1.2381854	1.26759
-4.0984974	2.6875858	1.21365
-4.035898	-3.0115352	1.1597102
-3.973299	1.1536255	1.1057701
-4.035898	-1.0597949	1.05183
-3.973299	2.969635	0.9978891
-4.1609974	1.1290054	0.94394904
-4.0984974	-3.107965	0.89000905
-4.1609974	2.853735	0.83606905
-4.0984974	-1.0399551	0.78212905
-4.035898	0.9659653	0.72818905
-3.973299	-3.3127851	0.67424905
-4.035898	3.0512352	0.62030905
-3.973299	-0.94108534	0.56636906
