"0.269948","0.862052","0"
"0.272098","0.837088","0"
"0.272321","0.811889","0"
"0.272736","0.786692","0"
"0.274266","0.761555","0"
"0.289447","0.745078","0"
"0.314131","0.740014","0"
"0.332294","0.726509","0"
"0.333642","0.701363","0"
"0.333484","0.676164","0"
"0.333123","0.650966","0"
"0.332878","0.625768","0"
"0.333402","0.600582","0"
"0.345437","0.584015","0"
"0.370589","0.582558","0"
"0.395786","0.582335","0"
"0.420985","0.582492","0"
"0.446184","0.582741","0"
"0.471382","0.583056","0"
"0.49658","0.583374","0"
"0.521779","0.583628","0"
"0.546978","0.583793","0"
"0.572178","0.58379","0"
"0.597356","0.582797","0"
"0.61933","0.57646","0"
"0.622877","0.551521","0"
"0.625119","0.526422","0"
"0.626708","0.501274","0"
"0.627779","0.476097","0"
"0.628741","0.450915","0"
"0.629607","0.42573","0"
"0.630389","0.400542","0"
"0.631092","0.375352","0"
"0.631628","0.350158","0"
"0.631979","0.324961","0"
"0.632261","0.299762","0"
"0.632466","0.274563","0"
"0.632587","0.249363","0"
"0.632615","0.224163","0"
"0.63228","0.198967","0"
"0.631411","0.173782","0"
"0.629721","0.148643","0"
"0.612232","0.136759","0"
"0.58719","0.133974","0"
"0.562029","0.132636","0"
"0.536844","0.131753","0"
"0.511653","0.131084","0"
"0.486458","0.130605","0"
"0.461258","0.13059","0"
"0.436059","0.130772","0"
"0.410862","0.131147","0"
"0.385671","0.131799","0"
"0.36054","0.133637","0"
"0.338719","0.140651","0"
"0.335921","0.165688","0"
"0.334191","0.190828","0"
"0.332984","0.215998","0"
"0.332242","0.241187","0"
"0.331592","0.266378","0"
"0.331021","0.291572","0"
"0.330524","0.316767","0"
"0.330097","0.341963","0"
"0.329776","0.367161","0"
"0.32966","0.392361","0"
"0.32961","0.417561","0"
"0.329632","0.442761","0"
"0.329731","0.467961","0"
"0.329918","0.49316","0"
"0.33032","0.518356","0"
"0.331324","0.543535","0"
"0.333014","0.568676","0"
